7.3977 	INFO 	Loaded monitor calibration from ['2025_09_11 01:10']
8.4434 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='End of this scan. Well done!', units='height', win=Window(...), wrapWidth=1)
0.0596 	INFO 	Keyboard events cleared
0.0595 	EXP 	text_2: autoDraw = True
2.1125 	EXP 	Device response: <KeyPress from None: t=2.1025195000111125, value=space, duration=None>
2.1133 	DATA 	Keypress: space
2.1272 	EXP 	text_2: autoDraw = False
2.1272 	EXP 	fixation: autoDraw = True
2.1606 	EXP 	Device response: <KeyPress from None: t=2.1025195000111125, value=space, duration=0.04802809999091551>
9.6215 	EXP 	Imported fingersBlock.xlsx as conditions, 6 conditions, 1 params
9.6219 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'condsFile': 'stims/finger_images/Rest.png', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
9.6411 	EXP 	fixation: autoDraw = False
9.6411 	EXP 	image: image = 'stims/finger_images/Rest.png'
9.6411 	EXP 	image: autoDraw = True
9.6411 	EXP 	trialFixation: autoDraw = True
17.6145 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'condsFile': 'stims/finger_images/MiddleCue.png', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
17.6299 	EXP 	image: autoDraw = False
17.6299 	EXP 	trialFixation: autoDraw = False
17.6299 	EXP 	image: image = 'stims/finger_images/MiddleCue.png'
17.6299 	EXP 	image: autoDraw = True
17.6299 	EXP 	trialFixation: autoDraw = True
25.6265 	EXP 	New trial (rep=0, index=2): <Trial 2 (2 in rep 0) data={'condsFile': 'stims/finger_images/RingCue.png', 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 0}>
25.6430 	EXP 	image: autoDraw = False
25.6430 	EXP 	trialFixation: autoDraw = False
25.6430 	EXP 	image: image = 'stims/finger_images/RingCue.png'
25.6430 	EXP 	image: autoDraw = True
25.6430 	EXP 	trialFixation: autoDraw = True
33.6272 	EXP 	New trial (rep=1, index=3): <Trial 3 (3 in rep 1) data={'condsFile': 'stims/finger_images/Rest.png', 'thisN': 3, 'thisTrialN': 3, 'thisRepN': 1}>
33.6430 	EXP 	image: autoDraw = False
33.6430 	EXP 	trialFixation: autoDraw = False
33.6430 	EXP 	image: image = 'stims/finger_images/Rest.png'
33.6430 	EXP 	image: autoDraw = True
33.6430 	EXP 	trialFixation: autoDraw = True
41.6143 	EXP 	New trial (rep=0, index=4): <Trial 4 (4 in rep 0) data={'condsFile': 'stims/finger_images/ThumbCue.png', 'thisN': 4, 'thisTrialN': 4, 'thisRepN': 0}>
41.6303 	EXP 	image: autoDraw = False
41.6303 	EXP 	trialFixation: autoDraw = False
41.6303 	EXP 	image: image = 'stims/finger_images/ThumbCue.png'
41.6303 	EXP 	image: autoDraw = True
41.6303 	EXP 	trialFixation: autoDraw = True
49.6271 	EXP 	New trial (rep=2, index=5): <Trial 5 (5 in rep 2) data={'condsFile': 'stims/finger_images/Rest.png', 'thisN': 5, 'thisTrialN': 5, 'thisRepN': 2}>
49.6430 	EXP 	image: autoDraw = False
49.6430 	EXP 	trialFixation: autoDraw = False
49.6430 	EXP 	image: image = 'stims/finger_images/Rest.png'
49.6430 	EXP 	image: autoDraw = True
49.6430 	EXP 	trialFixation: autoDraw = True
57.6272 	EXP 	New trial (rep=0, index=6): <Trial 6 (6 in rep 0) data={'condsFile': 'stims/finger_images/IndexCue.png', 'thisN': 6, 'thisTrialN': 6, 'thisRepN': 0}>
57.6430 	EXP 	image: autoDraw = False
57.6430 	EXP 	trialFixation: autoDraw = False
57.6430 	EXP 	image: image = 'stims/finger_images/IndexCue.png'
57.6430 	EXP 	image: autoDraw = True
57.6430 	EXP 	trialFixation: autoDraw = True
65.6145 	EXP 	New trial (rep=0, index=7): <Trial 7 (7 in rep 0) data={'condsFile': 'stims/finger_images/PinkieCue.png', 'thisN': 7, 'thisTrialN': 7, 'thisRepN': 0}>
65.6306 	EXP 	image: autoDraw = False
65.6306 	EXP 	trialFixation: autoDraw = False
65.6306 	EXP 	image: image = 'stims/finger_images/PinkieCue.png'
65.6306 	EXP 	image: autoDraw = True
65.6306 	EXP 	trialFixation: autoDraw = True
73.6141 	EXP 	New trial (rep=1, index=8): <Trial 8 (8 in rep 1) data={'condsFile': 'stims/finger_images/MiddleCue.png', 'thisN': 8, 'thisTrialN': 8, 'thisRepN': 1}>
73.6304 	EXP 	image: autoDraw = False
73.6304 	EXP 	trialFixation: autoDraw = False
73.6304 	EXP 	image: image = 'stims/finger_images/MiddleCue.png'
73.6304 	EXP 	image: autoDraw = True
73.6304 	EXP 	trialFixation: autoDraw = True
81.6273 	EXP 	New trial (rep=1, index=9): <Trial 9 (9 in rep 1) data={'condsFile': 'stims/finger_images/RingCue.png', 'thisN': 9, 'thisTrialN': 9, 'thisRepN': 1}>
81.6431 	EXP 	image: autoDraw = False
81.6431 	EXP 	trialFixation: autoDraw = False
81.6431 	EXP 	image: image = 'stims/finger_images/RingCue.png'
81.6431 	EXP 	image: autoDraw = True
81.6431 	EXP 	trialFixation: autoDraw = True
89.6142 	EXP 	New trial (rep=1, index=10): <Trial 10 (10 in rep 1) data={'condsFile': 'stims/finger_images/IndexCue.png', 'thisN': 10, 'thisTrialN': 10, 'thisRepN': 1}>
89.6307 	EXP 	image: autoDraw = False
89.6307 	EXP 	trialFixation: autoDraw = False
89.6307 	EXP 	image: image = 'stims/finger_images/IndexCue.png'
89.6307 	EXP 	image: autoDraw = True
89.6307 	EXP 	trialFixation: autoDraw = True
97.6271 	EXP 	New trial (rep=2, index=11): <Trial 11 (11 in rep 2) data={'condsFile': 'stims/finger_images/MiddleCue.png', 'thisN': 11, 'thisTrialN': 11, 'thisRepN': 2}>
97.6440 	EXP 	image: autoDraw = False
97.6440 	EXP 	trialFixation: autoDraw = False
97.6440 	EXP 	image: image = 'stims/finger_images/MiddleCue.png'
97.6440 	EXP 	image: autoDraw = True
97.6440 	EXP 	trialFixation: autoDraw = True
105.6275 	EXP 	New trial (rep=1, index=12): <Trial 12 (12 in rep 1) data={'condsFile': 'stims/finger_images/ThumbCue.png', 'thisN': 12, 'thisTrialN': 12, 'thisRepN': 1}>
105.6432 	EXP 	image: autoDraw = False
105.6432 	EXP 	trialFixation: autoDraw = False
105.6432 	EXP 	image: image = 'stims/finger_images/ThumbCue.png'
105.6432 	EXP 	image: autoDraw = True
105.6432 	EXP 	trialFixation: autoDraw = True
113.6143 	EXP 	New trial (rep=3, index=13): <Trial 13 (13 in rep 3) data={'condsFile': 'stims/finger_images/MiddleCue.png', 'thisN': 13, 'thisTrialN': 13, 'thisRepN': 3}>
113.6306 	EXP 	image: autoDraw = False
113.6306 	EXP 	trialFixation: autoDraw = False
113.6306 	EXP 	image: image = 'stims/finger_images/MiddleCue.png'
113.6306 	EXP 	image: autoDraw = True
113.6306 	EXP 	trialFixation: autoDraw = True
121.6146 	EXP 	New trial (rep=2, index=14): <Trial 14 (14 in rep 2) data={'condsFile': 'stims/finger_images/ThumbCue.png', 'thisN': 14, 'thisTrialN': 14, 'thisRepN': 2}>
121.6307 	EXP 	image: autoDraw = False
121.6307 	EXP 	trialFixation: autoDraw = False
121.6307 	EXP 	image: image = 'stims/finger_images/ThumbCue.png'
121.6307 	EXP 	image: autoDraw = True
121.6307 	EXP 	trialFixation: autoDraw = True
129.6274 	EXP 	New trial (rep=3, index=15): <Trial 15 (15 in rep 3) data={'condsFile': 'stims/finger_images/ThumbCue.png', 'thisN': 15, 'thisTrialN': 15, 'thisRepN': 3}>
129.6433 	EXP 	image: autoDraw = False
129.6433 	EXP 	trialFixation: autoDraw = False
129.6433 	EXP 	image: image = 'stims/finger_images/ThumbCue.png'
129.6433 	EXP 	image: autoDraw = True
129.6433 	EXP 	trialFixation: autoDraw = True
137.6275 	EXP 	New trial (rep=2, index=16): <Trial 16 (16 in rep 2) data={'condsFile': 'stims/finger_images/RingCue.png', 'thisN': 16, 'thisTrialN': 16, 'thisRepN': 2}>
137.6433 	EXP 	image: autoDraw = False
137.6433 	EXP 	trialFixation: autoDraw = False
137.6433 	EXP 	image: image = 'stims/finger_images/RingCue.png'
137.6433 	EXP 	image: autoDraw = True
137.6433 	EXP 	trialFixation: autoDraw = True
145.6273 	EXP 	New trial (rep=4, index=17): <Trial 17 (17 in rep 4) data={'condsFile': 'stims/finger_images/MiddleCue.png', 'thisN': 17, 'thisTrialN': 17, 'thisRepN': 4}>
145.6437 	EXP 	image: autoDraw = False
145.6437 	EXP 	trialFixation: autoDraw = False
145.6437 	EXP 	image: image = 'stims/finger_images/MiddleCue.png'
145.6437 	EXP 	image: autoDraw = True
145.6437 	EXP 	trialFixation: autoDraw = True
153.6276 	EXP 	New trial (rep=1, index=18): <Trial 18 (18 in rep 1) data={'condsFile': 'stims/finger_images/PinkieCue.png', 'thisN': 18, 'thisTrialN': 18, 'thisRepN': 1}>
153.6434 	EXP 	image: autoDraw = False
153.6434 	EXP 	trialFixation: autoDraw = False
153.6434 	EXP 	image: image = 'stims/finger_images/PinkieCue.png'
153.6434 	EXP 	image: autoDraw = True
153.6434 	EXP 	trialFixation: autoDraw = True
161.6147 	EXP 	New trial (rep=2, index=19): <Trial 19 (19 in rep 2) data={'condsFile': 'stims/finger_images/IndexCue.png', 'thisN': 19, 'thisTrialN': 19, 'thisRepN': 2}>
161.6307 	EXP 	image: autoDraw = False
161.6307 	EXP 	trialFixation: autoDraw = False
161.6307 	EXP 	image: image = 'stims/finger_images/IndexCue.png'
161.6307 	EXP 	image: autoDraw = True
161.6307 	EXP 	trialFixation: autoDraw = True
169.6144 	EXP 	New trial (rep=3, index=20): <Trial 20 (20 in rep 3) data={'condsFile': 'stims/finger_images/Rest.png', 'thisN': 20, 'thisTrialN': 20, 'thisRepN': 3}>
169.6306 	EXP 	image: autoDraw = False
169.6306 	EXP 	trialFixation: autoDraw = False
169.6306 	EXP 	image: image = 'stims/finger_images/Rest.png'
169.6306 	EXP 	image: autoDraw = True
169.6306 	EXP 	trialFixation: autoDraw = True
177.6280 	EXP 	New trial (rep=4, index=21): <Trial 21 (21 in rep 4) data={'condsFile': 'stims/finger_images/Rest.png', 'thisN': 21, 'thisTrialN': 21, 'thisRepN': 4}>
177.6434 	EXP 	image: autoDraw = False
177.6434 	EXP 	trialFixation: autoDraw = False
177.6434 	EXP 	image: image = 'stims/finger_images/Rest.png'
177.6434 	EXP 	image: autoDraw = True
177.6434 	EXP 	trialFixation: autoDraw = True
185.6283 	EXP 	New trial (rep=4, index=22): <Trial 22 (22 in rep 4) data={'condsFile': 'stims/finger_images/ThumbCue.png', 'thisN': 22, 'thisTrialN': 22, 'thisRepN': 4}>
185.6433 	EXP 	image: autoDraw = False
185.6433 	EXP 	trialFixation: autoDraw = False
185.6433 	EXP 	image: image = 'stims/finger_images/ThumbCue.png'
185.6433 	EXP 	image: autoDraw = True
185.6433 	EXP 	trialFixation: autoDraw = True
193.6280 	EXP 	New trial (rep=3, index=23): <Trial 23 (23 in rep 3) data={'condsFile': 'stims/finger_images/RingCue.png', 'thisN': 23, 'thisTrialN': 23, 'thisRepN': 3}>
193.6433 	EXP 	image: autoDraw = False
193.6433 	EXP 	trialFixation: autoDraw = False
193.6433 	EXP 	image: image = 'stims/finger_images/RingCue.png'
193.6433 	EXP 	image: autoDraw = True
193.6433 	EXP 	trialFixation: autoDraw = True
201.6278 	EXP 	New trial (rep=3, index=24): <Trial 24 (24 in rep 3) data={'condsFile': 'stims/finger_images/IndexCue.png', 'thisN': 24, 'thisTrialN': 24, 'thisRepN': 3}>
201.6475 	EXP 	image: autoDraw = False
201.6475 	EXP 	trialFixation: autoDraw = False
201.6475 	EXP 	image: image = 'stims/finger_images/IndexCue.png'
201.6475 	EXP 	image: autoDraw = True
201.6475 	EXP 	trialFixation: autoDraw = True
209.6150 	EXP 	New trial (rep=2, index=25): <Trial 25 (25 in rep 2) data={'condsFile': 'stims/finger_images/PinkieCue.png', 'thisN': 25, 'thisTrialN': 25, 'thisRepN': 2}>
209.6332 	EXP 	image: autoDraw = False
209.6332 	EXP 	trialFixation: autoDraw = False
209.6332 	EXP 	image: image = 'stims/finger_images/PinkieCue.png'
209.6332 	EXP 	image: autoDraw = True
209.6332 	EXP 	trialFixation: autoDraw = True
217.6147 	EXP 	New trial (rep=3, index=26): <Trial 26 (26 in rep 3) data={'condsFile': 'stims/finger_images/PinkieCue.png', 'thisN': 26, 'thisTrialN': 26, 'thisRepN': 3}>
217.6308 	EXP 	image: autoDraw = False
217.6308 	EXP 	trialFixation: autoDraw = False
217.6308 	EXP 	image: image = 'stims/finger_images/PinkieCue.png'
217.6308 	EXP 	image: autoDraw = True
217.6308 	EXP 	trialFixation: autoDraw = True
225.6276 	EXP 	New trial (rep=4, index=27): <Trial 27 (27 in rep 4) data={'condsFile': 'stims/finger_images/IndexCue.png', 'thisN': 27, 'thisTrialN': 27, 'thisRepN': 4}>
225.6435 	EXP 	image: autoDraw = False
225.6435 	EXP 	trialFixation: autoDraw = False
225.6435 	EXP 	image: image = 'stims/finger_images/IndexCue.png'
225.6435 	EXP 	image: autoDraw = True
225.6435 	EXP 	trialFixation: autoDraw = True
233.6275 	EXP 	New trial (rep=4, index=28): <Trial 28 (28 in rep 4) data={'condsFile': 'stims/finger_images/RingCue.png', 'thisN': 28, 'thisTrialN': 28, 'thisRepN': 4}>
233.6435 	EXP 	image: autoDraw = False
233.6435 	EXP 	trialFixation: autoDraw = False
233.6435 	EXP 	image: image = 'stims/finger_images/RingCue.png'
233.6435 	EXP 	image: autoDraw = True
233.6435 	EXP 	trialFixation: autoDraw = True
241.6151 	EXP 	New trial (rep=4, index=29): <Trial 29 (29 in rep 4) data={'condsFile': 'stims/finger_images/PinkieCue.png', 'thisN': 29, 'thisTrialN': 29, 'thisRepN': 4}>
241.6271 	EXP 	image: autoDraw = False
241.6271 	EXP 	trialFixation: autoDraw = False
241.6271 	EXP 	image: image = 'stims/finger_images/PinkieCue.png'
241.6271 	EXP 	image: autoDraw = True
241.6271 	EXP 	trialFixation: autoDraw = True
249.6274 	EXP 	image: autoDraw = False
249.6274 	EXP 	trialFixation: autoDraw = False
249.6274 	EXP 	image: autoDraw = False
249.6274 	EXP 	trialFixation: autoDraw = False
249.6274 	EXP 	text: autoDraw = True
489.0324 	EXP 	Device response: <KeyPress from None: t=489.0238231999974, value=escape, duration=None>
489.0329 	DATA 	Keypress: escape
489.0829 	EXP 	Device response: <KeyPress from None: t=489.0238231999974, value=escape, duration=0.047189900011289865>
489.0829 	EXP 	fMRI_Blocked_Fingers: status = STOPPED
489.0985 	EXP 	text: autoDraw = False
489.0985 	EXP 	fMRI_Blocked_Fingers: status = STOPPED
489.1111 	INFO 	saved data to 'C:\\Users\\lydia\\Documents\\Code\\PsychoPy\\fMRI block tasks\\data\\JH_fMRI_Blocked_Fingers_run1.csv'
489.1118 	INFO 	saved data to C:\Users\lydia\Documents\Code\PsychoPy\fMRI block tasks\data\JH_fMRI_Blocked_Fingers_run1.psydat
489.2454 	WARNING 	Stopping key buffers but this could be dangerous ifother keyboards rely on the same.
489.2719 	WARNING 	Stopping key buffers but this could be dangerous ifother keyboards rely on the same.
